profile	stage_name	full_name	korean_name	korean_stage_name	date_of_birth	group	country	second_country	height	weight	birthplace	other_group	former_group	gender	position	instagram	twitter
	Sanha	Yoon Sanha	윤산하	산하	2000-03-21	ASTRO	South Korea		0	0	Seoul			M			
	Satbyeol	Jeon Yujin	전유진	샛별	2001-02-27	Pixy	South Korea		165	0			Girls Alert	F			
	Sea	Kim Sujeong	김수정	세아	1999-12-05	Highteen	South Korea		0	0				F			
	Sebin	Jang Sebin	장세빈	세빈	1996-04-24	SNUPER	South Korea		0	0	Pocheon			M			
	Seea	Kang Eunyoung	강은영	시아	1994-08-21	Pink Fantasy	South Korea		160	43				F			
	Seeun	Yoon Seeun	윤세은	세은	2003-06-14	STAYC	South Korea		0	0				F			
	Segye	Shin Segye	신세계	세계	1998-08-19	AREAL	South Korea		0	0			Rose Finger	F			
	Sehun	Oh Sehun	오세훈	세훈	1994-04-12	EXO	South Korea		181	63	Seoul			M			
	Sehyung	Kang Sehyung	강세형	세형	1998-12-13	Berry Good	South Korea		169	0				F			
Profile	Sei	Lee Seojung	이서정	세이	2000-01-07	Weki Meki	South Korea		0	0				F			
Profile	Sejeong	Kim Sejeong	김세정	세정	1996-08-28	Gugudan	South Korea		164	48			I.O.I	F			
	Sejin	Lee Sejin	이세진	세진	1999-07-22	14U	South Korea		0	0				M			
	Sejun	Lim Sejun	임세준	세준	1996-05-04	VICTON	South Korea		0	0				M			
	Seline	Jung Yeonjeong	정연정	셀린	2000-07-20	Cignature	South Korea		0	0				F			
	Semi	Gu Semi	구세미	세미	2002-04-10	Cignature	South Korea		166	46				F			
	Semmi	Oh Heesun	오희선	세미	1995-10-22	Matilda	South Korea		0	165				F			
	Seogoong	Park Hyunho	박현호	서궁	1992-05-01		South Korea		0	0	Seongnam		Topp Dogg	M			
	Seoham	Park Seoham	박서함	서함	1993-10-28	KNK	South Korea		190	70				M	Main Rapper, Sub Vocal		
	Seoho	Lee Seoho	이서호	서호	1996-06-07	Oneus	South Korea		0	0				M			
	Seohyun	Seo Joohyun	서주현	서현	1991-06-28	SNSD	South Korea		168	48	Seoul	TTS		F		seojuhyun_s	
	Seokcheol	Lee Seokchul	이석철	석철	2000-01-11	TheEastLight	South Korea		0	170				M		d.dj_dinosaur.lee.s.c	
	Seokhwa	Kang Seokhwa	강석화	석화	2000-12-01	WEi	South Korea		172	56				M			
	Seokyoung	Kim Seokyung	김서경	서경	1999-04-16	GWSN	South Korea		0	0				F			
	Seol	Min Jihye	민지혜	설	1997-01-01	P.O.P	South Korea		0	0	Gunsan			F			
Profile	Seola	Kim Hyunjung	김현정	설아	1994-12-24	Cosmic Girls	South Korea		165	0	Seoul	WJMK, WJSN The Black		F		seola_s	
Profile	Seolhyun	Kim Seolhyun	김설현	설현	1995-01-03	AoA	South Korea		167	47	Bucheon			F		sh_9513	
	Seonghwa	Park Seonghwa	박성화	성화	1998-04-03	ATEEZ	South Korea		178	0	Jinju			M			
	Seonglee	Kim Seonglee	김성리	성리	1994-04-06		South Korea		173	0			RAINZ	M		seong_leeee	
	Seongmin	Ahn Seongmin	안성민	성민	2003-08-01	CRAVITY	South Korea		0	0				M			
	Seongwu	Ong Seunwu	옹성우	성우	1995-08-25	Wanna One	South Korea		0	0	Incheon			M			
	Seoryoung	Lee Seoryung	이서령	서령	2000-01-26	GWSN	South Korea		0	0				F			
Profile	Seoyeon	Lee Seoyeon	이서연	서연	2000-01-22	fromis_9	South Korea		0	0	Seoul			F			
	Seoyeon	Kim Minju	김민주	서연	1995-11-26	Favorite	South Korea		0	0	Gwacheon			F			
	Seoyoon	Kim Suyoung	김수영	서윤	1995-01-26	BOTOPASS	South Korea		0	0			ILUV	F			
Profile	Seoyoung	Lee Seoyoung	이서영	서영	1994-06-27	Hello Venus	South Korea		164	50				F		hv_seo0	
	Seoyul	Seo Yuri	서유리	서율	1997-11-26	Berry Good	South Korea		163	0				F			
	Serim	Park Serim	박세림	세림	1999-03-03	CRAVITY	South Korea		0	0				M			
Profile	Serri	Park Miyeon	박미연	세리	1990-09-16	Dal Shabet	South Korea		0	0	Seoul			F			
Profile	Seulgi	Kang Seulgi	강슬기	슬기	1994-02-10	Red Velvet	South Korea		162	0	Seoul	Red Velvet - IRENE SEULGI		F			
	Seulgi	Jeong Seulgi	정슬기	슬기	1990-05-12	S#aFLA	South Korea		0	0				F			
	Seungah	Oh Seungah	오승아	승아	1988-09-13	Rainbow	South Korea		167	45	Seoul	Rainbow Blaxx, Rainbow Pixie		F			
	Seungchan	Kang Seungchan	강승찬	승찬	2003-01-01	Newkidd	South Korea		0	0				M			
	Seungeun	Shim Seungeun	심승은	승은	2000-12-27	BVNDIT	South Korea		0	0				F			
	Seunghan	Lee Seunghan	이승한	승한	1996-02-22	DUSTIN	South Korea		0	0				M			
Profile	Seunghee	Oh Seunghee	오승희	승희	1995-10-10	CLC	South Korea		163	0	Gwangju			F			
Profile	Seunghee	Hyun Seunghee	현승희	승희	1996-01-25	Oh My Girl	South Korea		160	48	Chuncheon			F			
	Seungho	Yang Seungho	양승호	승호	1987-10-16	MBLAQ	South Korea		0	0	Seoul			M			
Profile	Seunghun	Kim Seunghun	김승훈	승훈	1999-02-26	CIX	South Korea		181	69				M			
	Seunghwan	Lee Seunghwan	이승환	승환	1994-12-10	Romeo	South Korea		0	0				M			
Profile	Seunghwan	Lee Seunghwan	이승환	승환	2000-05-20	1the9	South Korea		178	64				M			
	Seunghyub	Lee Seunghyub	이승협	승협	1992-10-31	N.Flying	South Korea		0	0	Daegu			M	Vocal		
	Seunghyun	Song Seungyun	송승현	승현	1992-08-21	FTISLAND	South Korea		0	0	Seoul			M	Guitarist		
	Seunghyun	Lee Seunghyun	이승현	승현	2001-12-31	TheEastLight	South Korea		0	0				M			
	Seungjun	Ji Seungjun	지승준	승준	1998-09-15	Astin	South Korea		0	0				M			
Profile	Seungkwan	Boo Seungkwan	부승관	승관	1998-01-16	Seventeen	South Korea		172	58	Jeju			M			
	Seungmin	Bae Seungmin	배승민	승민	1998-10-13	Golden Child	South Korea		0	0				M			
Profile	Seungmin	Kim Seungmin	김승민	승민	2000-09-22	Stray Kids	South Korea		0	0	Seoul			M			
	Seungmin	Lee Seungmin	이승민	승민	1996-02-03	Hashtag	South Korea		162	0				F			
	Seungri	Lee Seunghyun	이승현	승리	1990-12-12	BIGBANG	South Korea		176	60	Gwangju			M			
	Seungsik	Kang Seungsik	강승식	승식	1995-04-16	VICTON	South Korea		0	0				M			
	Seungwoo	Han Seungwoo	한승우	승우	1994-12-24	VICTON	South Korea		0	0			X1	M			
Profile	Seungyeon	Jang Seunyeon	장승연	승연	1996-11-06	CLC	South Korea		163	0	Seongnam			F			
	Seungyeon	Han Seungyeon	한승연	승연	1988-07-24	KARA	South Korea		0	0	Seoul			F			
	Seungyeop	Choi Seungyeop	최승엽	승엽	1997-05-08	E'LAST	South Korea		176	60				M			
	Seungyoon	Cho Seungyoon	조승연	승연	1996-08-05	UNIQ	South Korea		183	68			X1	M			
	Seyeon	Park Seyeon	박세연	세연	2001-05-06	Purplebeck	South Korea		167	46				F			
	Seyong	Kim Seyong	김세용	세용	1991-11-20	MYNAME	South Korea		0	0	Busan			M			
	Seyoung	Lee Seyoung	이세영	세영	1990-02-08	CROSS GENE	South Korea		180	60	Busan			M			
	Shiho	Kwon Subin	권수빈	시호	2001-08-22	BOTOPASS	South Korea		0	0				F			
	Shihyun	Kim Shihyun	김시현	시현	1998-05-06	We In The Zone	South Korea		0	0	Changwon			M			
	Shin	Shin Wonho	신원호	신	1991-10-23	CROSS GENE	South Korea		185	66	Seoul			M			
	Shin	Kim Suhyun	김수현	신	2000-03-18	Ghost9	South Korea		0	0				M			
	Shin Hyesung	Jung Pilkyo	정필교	신혜성	1979-11-27	Shinhwa	South Korea		179	65	Seoul			M			
	Shindong	Shin Donghee	신동희	신동	1985-09-28	Super Junior	South Korea		178	90	Mungyeong			M			
Profile	Shinwon	Go Shinwon	고신원	신원	1995-12-11	PENTAGON	South Korea		0	0				M			
	Shinye	Kam Yerim	감예림	신예	2004-03-07	MAJORS	South Korea		166	46				F			
	Shinyoung	Park Shinyoung	박신영	신영	2000-03-19	G-reyish	South Korea		0	0				F			
	Shotaro	Osaki Shotaro	오사키 쇼타로	쇼타로	2000-11-25	NCT	Japan		0	0		NCT U		M			
	Shownu	Son Hyunwoo	손현우	셔누	1992-06-18	MONSTA X	South Korea		0	0				M			
Profile	Shuhua	Yeh Shuhua	예슈화	슈화	2000-01-06	(G)I-DLE	Taiwan		161	45				F			
	Sian	Choi Changmin	최창민	시안	2001-02-01	T1419	South Korea		0	0				M			
	Sieun	Lee Sieun	이시은	시은	1993-09-19	CHECKMATE	South Korea		163	0				F			
	Sieun	Park Sieun	박시은	시은	2001-08-01	STAYC	South Korea		0	0				F			
Profile	Sihyeon	Kim Sihyeon	김시현	시현	1999-08-05	Everglow	South Korea		168	51				F			
	Sihyeon	Kang Sihyeon	강시현	시현	1998-07-15	ARIAZ	South Korea		0	0				F			
	Sihyoung	Kim Sihyoung	김시형	시형	1992-05-15	HISTORY	South Korea		182	63	Busan			M			
	Sihyun	Park Sihyun	박시현	시현	1986-11-29	SPICA	South Korea		0	0		SPICA-S	SPICA	F			
	Sika	Ren Shika	렌 시카	시카	1995-08-22	FANATICS	China		165	0				F			
	Simyeong	Lee Simyeong	이시명	시명	1999-05-27	BVNDIT	South Korea		0	0				F			
Profile	SinB	Hwang Eunbi	황은비	신비	1998-06-03	Gfriend	South Korea		165	0	Cheongju			F			
	Siu	Hwang Inseok	황인석	시우	1995-05-19	DUSTIN	South Korea		0	0				M			
	Siwan	Yim Siwan	임시완	시완	1988-12-01	ZE:A	South Korea		0	0	Busan			M			
	Siwon	Choi Siwon	최시원	시원	1986-04-07	Super Junior	South Korea		185	65	Seoul	Super Junior-M		M			
Profile	Siwoo	Yoo Siwoo	유시우	시우	2001-05-11	TRCNG	South Korea		178	0				M			
Profile	Siyeon	Lee Siyeon	이시연	시연	1995-10-01	Dreamcatcher	South Korea		170	0	Daegu		Minx	F			
	Siyoung	Park Siyoung	박시영	시영	2003-05-06	Mirae	South Korea		172	55				M			
Profile	Soeun	Park Soeun	박소은	소은	2002-10-26	Weeekly	South Korea		168	0				F	Lead Vocal, Lead Dancer		
	Soeun	Bang Soeun	방소은	소은	2005-12-10	TRI.BE	South Korea		0	0				F			
	Sohee	Kim Sohee	소희	김소희	1995-01-20	Nature	South Korea		162	41	Busan	C.I.V.A	I.B.I	F			
Profile	Sohee	Kim Sohee	김소희	소희	1999-12-31	ELRIS	South Korea		0	0				F			
	Sohee	Kim Sohee	김소희	소희	2003-08-14	Rocket Punch	South Korea		161	46				F			
	Sohye	Kim Sohye	김소혜	소혜	1999-07-19		South Korea		0	0	Seoul		I.O.I	F			
	Sohyun	Kwon Sohyun	권소현	소현	1994-08-30	4minute	South Korea		162	0	Seoul			F		kkwonsso_94	
Profile	Sojin	Park Sojin	박소진	소진	1986-05-21	Girl's Day	South Korea		167	47	Daegu			F		ssozi_sojin	
	Sojin	Jo Sojin	조소진	소진	1991-10-11	9Muses	South Korea		170	47	Gwangju	9MUSES A		F		josojin_1011	
	Sojin	Hong Sojin	홍소진	소진	1999-09-24	Hashtag	South Korea		163	0				F			
	Sojung	Lee Sojung	이소정	소정	1993-09-03	Ladies' Code	South Korea		0	0	Wonju			F			
Profile	Solar	Kim Yongsun	김용선	솔라	1991-02-21	Mamamoo	South Korea		163	43	Seoul			F	Leader		
Profile	Solbin	Ahn Solbin	안솔빈	솔빈	1997-08-19	LABOUM	South Korea		169	52	Ojeonggu			F	Visual		
Profile	Solji	Heo Solji	허솔지	솔지	1989-01-10	EXID	South Korea		170	0	Seongnam			F		soul.g_heo	
	Somi	Jeon Somi	전소미	소미	2001-03-09		South Korea	Canada	0	0	Ontario		I.O.I	F			
	Somin	Jang Somin	장소민	소민	1993-11-10	BADKIZ	South Korea		0	0	Gwangmyeon			F		somin.92	
Profile	Somin	Jeon Somin	전소민	소민	1996-08-22	KARD	South Korea		0	0	Seoul		April	F			
	Somyi	Ahn Somyi	안솜이	솜이	2000-01-26	DIA	South Korea		0	0	Changwon	L.U.B		F			
	Song	Song Yunhyeong	송윤형	송	1995-02-08	iKON	South Korea		0	0				M			
	Songhee	Yoon Songhee	윤송희	송희	1998-11-08	BVNDIT	South Korea		0	0				F			
	SongSun	Kim Songsun	김송선	송선	1997-03-22	TRI.BE	South Korea		0	0				F			
	Songyee	Park Songyee	박송이	송이	2004-09-25	woo!ah!	South Korea		0	0				F	Main Rapper		
Profile	Soobin	Park Soobin	박수빈	수빈	1996-09-14	Cosmic Girls	South Korea		159	0	Seoul	WJSN Chocome		F			
Profile	Soobin	Choi Soobin	최수빈	수빈	2000-12-05	TXT	South Korea		184	65				M			
	Soodam	Lee Soodam	이수담	수담	1999-11-09	SECRET NUMBER	South Korea		0	0				F			
	Soohyun	Shin Soohyun	신수현	수현	1989-03-11	U-KISS	South Korea		0	0	Pocheon			M			
Profile	Soojin	Seo Soojin	서수진	수진	1998-03-09	(G)I-DLE	South Korea		0	0				F			
Profile	Soojin	Lee Soojin	이수진	수진	2001-12-12	Weeekly	South Korea		165	0				F	Leader, Main Dancer, Sub Vocal		
	Sooyoung	Choi Sooyoung	최수영	수영	1990-02-10	SNSD	South Korea		170	48	Gwangju			F		hotsootuff	
	Sora	Sakata Sora	사카타 소라	소라	2003-08-30	woo!ah!	Japan		0	0				F	Vocalist		
Profile	Sorn	Chonnasorn Sajakul	촌나손 사짜꾼	손	1996-11-18	CLC	Thailand		164	0	Bangkok			F			
	Soso	Wang Chingyi	왕징이	소소	2001-03-14	GWSN	Taiwan		0	0				F			
Profile	Soul	Haku Shota	하쿠 쇼타	소울	2005-02-01	P1Harmony	Japan		0	0				M			
Profile	Sowon	Kim Sojung	김소정	소원	1995-12-07	Gfriend	South Korea		172	0	Seoul			F			
Profile	Soyee	Jang Sojin	장소진	소이	1996-11-21	Gugudan	South Korea		0	0				F			
Profile	Soyeon	Jung Soyeon	정소연	소연	1994-05-04	LABOUM	South Korea		161	44	Gwangju			F	Main Vocalist		
Profile	Soyeon	Park Soyeon	박소연	소연	1987-10-05	T-ara	South Korea		163	46	Andong			F		melodysoyani	
Profile	Soyeon	Jeon Soyeon	전소연	소연	1998-08-26	(G)I-DLE	South Korea		157	42				F			
	Soyou	Kang Jihyun	강지현	소유	1992-02-12	SISTAR	South Korea		0	0				F		soooo_you	
	Soyoung	Yoo Soyoung	유소영	소영	1996-03-29		South Korea		0	0	Seoul		After School	F		ssossolovely	
	Soyul	Park Hyekyeong	박혜경	소율	1991-05-15	Crayon Pop	South Korea		160	0	Seoul			F			
	St. Van	Lee Geumhyuk	이금혁	세인트 반	1991-12-22	VAV	South Korea		182	70				M			
Profile	Sua	Kim Bora	김보라	수아	1994-08-10	Dreamcatcher	South Korea		164	0	Changwon		Minx	F			
	Sua	Yang Sua	양수아	수아	1995-03-24	Hashtag	South Korea		169	0	Gwangju			F			
	Sua	Choi Sooah	최수아	수아	2003-02-24	Pixy	South Korea		162	44				F			
Profile	Subin	Park Subin	박수빈	수빈	1994-02-12	Dal Shabet	South Korea		0	0	Gwangju			F			
	Subin	Jung Subin	정수빈	수빈	1999-04-05	VICTON	South Korea		0	0				M			
	Subin	Oh Subin	오수빈	수빈	1998-09-30	Hashtag	South Korea		172	0				F			
Profile	Suga	Min Yoongi	민윤기	슈가	1993-03-09	BTS	South Korea		176	59	Daegu			M			
	Sugyeong	Jo Sugyeong	조수경	수경	2000-01-12	Favorite	South Korea		0	0	Haenam			F			
	Suho	Kim Junmyeon	김준면	수호	1991-05-22	EXO	South Korea		173	65	Seoul			M			
	Suhyeon	Kim Seunghyun	김승현	수현	1988-04-19	S#aFLA	South Korea		0	0			1PS	F			
	Suhyun	Choi Hyunggeun	최형근	수현	1992-10-01	SNUPER	South Korea		0	0	Bucheon			M			
Profile	Sujeong	Ryu Sujeong	류수정	수정	1997-11-19	Lovelyz	South Korea		168	48	Daejeon			F			
	Suji	Lee Suji	이수지	수지	1998-03-20	UNI.T	South Korea		0	0	Busan		The Ark	F			
	Sujin	Bang Sujin	방수진	수진	1996-06-26	Wassup	South Korea		0	0				F			
	Sulli†	Choi Jinri	최진리	설리	1994-03-29		South Korea		0	0	Busan		f(x)	F			
Profile	Sumin	Ji Sumin	지수민	수민	1994-03-03	Sonamoo	South Korea		168	0	Yongin			F	Leader		SONAMOO_SuMin
	Sumin	Park Sumin	박수민	수민	2001-09-09	Dreamnote	South Korea		166	46				F			
	Sumin	Bae Sumin	배수민	수민	2001-03-13	STAYC	South Korea		0	0				F			
	Sun J	Jeon Heesun	전희선	썬제이	2001-02-13	Girlkind	South Korea		0	165				F			
	Sungah	Son Sungah	손성아	성아	1989-07-08	9Muses	South Korea	Fiji	172	48	Suma			F		ssungahhbaby	
	Sungchan	Jung Sungchan	정성찬	성찬	2001-09-13	NCT	South Korea		0	0		NCT U		M			
Profile	Sunghoon	Park Sunghoon	박성훈	성훈	2002-12-08	ENHYPEN	South Korea		0	0				M			
	Sunghyuk	Seo Sunghyuk	서성혁	성혁	1999-08-26		South Korea		170	0				M		sunghyuk_seo	
	Sunghyun	Kim Sunghyun	김성현	성현	1996-03-16	IN2IT	South Korea		186	71				M			
	Sungjae	Yook Sungjae	육성재	성재	1995-05-02	BtoB	South Korea		180	68	Yongin	Big Byung		M			
	Sungjin	Park Sungjin	박성진	성진	1993-01-16	DAY6	South Korea		0	0				M	Guitarist		
	Sungjong	Lee Sungjong	이성종	성종	1993-09-03	Infinite	South Korea		177	54	Gwangju	Infinite F		M			
	Sungjoo	Kim Sungjoo	김성주	성주	1994-02-16	UNIQ	South Korea		180	65				M			
	Sungjun	Park Sungjun	박성준	성준	1992-12-17	Boys Republic	South Korea		175	55	Ansan			M			
	Sungkyu	Kim Sungkyu	김성규	성규	1989-04-28	Infinite	South Korea		178	62	Jeonju			M	Leader		
	Sungmin	Lee Sungmin	이성민	성민	1986-01-01	Super Junior	South Korea		175	57	Gyeonggi	Super Junior-M		M			
	Sungmin	Oh Sungmin	오성민	성민	1990-12-31	Bigflo	South Korea		0	0				M			
	Sungoh	Yoo Sungoh	유성오	성오	1991-01-08		South Korea		0	0			24K	M			
	Sungwoon	Ha Sungwoon	하성운	성운	1994-03-22	Wanna One	South Korea		0	0	Goyang	HOTSHOT		M			
	Sungyeol	Lee Sungyeol	이성열	성열	1991-08-27	Infinite	South Korea		183	59	Yongin	Infinite F		M			
Profile	Sungyeon	Bae Sungyeon	배성연	성연	1999-05-25	Pristin	USA	South Korea	0	0	California			F			
Profile	Sunhwa	Han Sunhwa	한선화	선화	1990-10-06		South Korea		0	0	Busan		SECRET	F		shh_daily	
Profile	Sunmi	Lee Sunmi	이선미	선미	1992-05-02	Wonder Girls	South Korea		167	0	Iksan			F		miyayeah	
	Sunn	Hwang Jiwon	황지원	선	2000-02-07		South Korea		0	0	Jincheon		Good Day, Cignature	F			
	Sunny	Lee Sunkyu	이순규	써니	1989-05-15	SNSD	South Korea		158	43	California			F		svnnynight	
Profile	Sunoo	Kim Sunwoo	김선우	선우	2003-06-24	ENHYPEN	South Korea		0	0				M			
	Sunshine	Kim Minjung	김민정	선샤인	2002-06-20	NATURE	South Korea		0	0				F			
	Sunwoo	Choi Sunwoo	최선우	선우	1992-03-12	Boys Republic	South Korea		183	65	Seoul			M			
Profile	Sunwoo	Kim Sunwoo	김선우	선우	2000-04-12	The Boyz	South Korea		177	64				M			
	Sunyoul	Seon Yein	선예인	선율	1996-11-06	UP10TION	South Korea		0	0	Wando			M			
	Suri	Kang Suri	강수리	수리	1994-10-11	CHECKMATE	South Korea		168	0				F			
	Surin	Kim Surin	김수린	수린	1991-12-27	Two X	South Korea		0	0				F			
	Suwoong	Lee Suwoong	이수웅	수웅	1995-01-20	Boys Republic	South Korea		174	56				M			
Profile	Suyeon	Ji Suyeon	지수연	수연	1997-04-20	Weki Meki	South Korea		0	0				F			
	Suyun	Kim Suyun	김수윤	수윤	2001-03-17	Rocket Punch	South Korea		169	52				F			
	Suzy	Bae Suji	배수지	수지	1994-10-10	miss A	South Korea		168	0	Gwangju			F		skuukzky	
	Suzy	Kim Suji	김수지	수지	2001-06-03	MAJORS	South Korea		164	45				F			
	Swan	Kim Suan	김수안	수안	2000-12-28	CRAXY	South Korea		0	0				F			
	Swan	Park Soojin	박수진	수안	2003-07-11	Purple Kiss	South Korea		0	0				F			
	Sya	Lee Junyoung	이준영	샤	2002-09-09	BLITZERS	South Korea		0	0				M			
	T.O.P	Choi Seunghyun	최승현	탑	1987-11-04	BIGBANG	South Korea		180	65	Seoul	GD&TOP		M			
	Taecyeon	Ok Taecyeon	옥택연	택연	1988-12-27	14:00	South Korea		185	76	Busan			M			
	Taedong	Kim Taedong	김태동	태동	1997-11-07	GIDONGDAE	South Korea		177	61				M			
	Taeeun	Moon Taeeun	문태은	태은	2000-02-09	IM	South Korea		175	0				M			
	Taeha	Yoo Taeha	유태하	태하	1995-10-05		South Korea		162	0			Berry Good	F			
Profile	Taeha	Kim Taeha	김태하	태하	1998-06-03		South Korea		0	0	Jeonju		MOMOLAND	F			
	Taeheon	Kim Taeheon	김태헌	태헌	1989-06-18	ZE:A	South Korea		0	0	Gwangju			M			
	Taehyun	Nam Taehyun	남태현	태현	1994-05-10		South Korea		0	0	Hanam		WINNER	M			
	Taehyun	Noh Taehyun	노태현	태현	1993-10-15	HOTSHOT	South Korea		0	0	Seoul	JBJ		M			
Profile	Taehyun	Kang Taehyun	강태현	태현	2002-02-05	TXT	South Korea		0	0				M			
Profile	Taeil	Lee Taeil	이태일	태일	1990-09-24	Block B	South Korea		167	57	Seoul			M			
Profile	Taeil	Moon Taeil	문태일	태일	1994-06-14	NCT	South Korea		171	60	Seoul	NCT U, NCT 127		M	Main Vocal		
Profile	Taekhyeon	Jung Taekhyeon	정택현	택현	2003-07-28	1the9	South Korea		178	66	Gunpo			M			
	Taemin	Lee Taemin	이태민	태민	1993-07-18	SHINee	South Korea		177	53	Seoul	SuperM		M			
	Taera	Lee Yujin	이유진	태라	1994-04-12	Gate9	South Korea		161	0	Incheon			F		taera9nine	
	Taeryeong	Lim Jeongmin	임정민	태령	2000-12-27	LUNARSOLAR	South Korea		0	0				F			
Profile	Taeseon	Yang Taeseon	양태선	태선	2000-09-17	TRCNG	South Korea		182	0				M			
	Taesung	Lee Taesung	이태승	태승	2003-12-19	Ghost9	South Korea		184	64		TEEN TEEN		M			
Profile	Taewoo	Kim Taewoo	김태우	태우	1999-04-23	1the9	South Korea		172	62				M			
	Taewoong	Yoo Taewoong	유태웅	태웅	1994-05-24	SNUPER	South Korea	Japan	0	0				M			
	Taeyang	Dong Youngbae	동영배	태양	1988-05-18	BIGBANG	South Korea		174	56	Uljeongbu			M			
	Taeyang	Yoo Taeyang	유태양	태양	1997-02-28	SF9	South Korea		0	0				M			
Profile	Taeyeon	Kim Taeyeon	김태연	태연	1989-03-09	SNSD	South Korea		160	44	Jeonju	TTS, Oh!GG		F	Leader, Main Vocalist	taeyeon_ss	
	Taeyong	Lee Taeyong	이태용	태용	1995-07-01	NCT	South Korea		0	0		NCT U, NCT 127,SuperM		M			
	Taeyoung	Kim Taeyoung	김태영	태영	2003-01-27	CRAVITY	South Korea		0	0				M			
	TAG	Son Youngtaek	손영택	태그	1998-04-13	Golden Child	South Korea		0	0				M			
	TAG	Yeom Taekyun	염태균	태그	2002-09-30	Ciipher	South Korea		176	54				M			
	Takuya	Terada Takuya	테라다 타쿠야	타쿠야	1992-03-18	CROSS GENE	Japan		187	68	Moriya			M			
	Tan	Choi Seokwon	최석원	탄	1996-08-25	Ciipher	South Korea		184	75				M			
	Tao	Hwang Zitao	황자도	타오	1993-05-02		China		183	70	Qingdao		EXO	M			
	Taro	Choi Wonjin	최원진	타로	1994-11-09	Hot Blood Youth	South Korea		0	0				M			
	Ten	Chittaphon Leechaiyapornkul	칫따폰 리차이야뽄꾼	텐	1996-02-27	NCT	Thailand		0	0	Bangkok	NCT U,SuperM		M			
	Teo	Jang Sungsik	장성식	테오	1997-10-22	DKB	South Korea		177	64				M			
	Terry	Han Dasom	한다솜	테리	1998-02-02		South Korea		0	0			NeonPunch	F			
Profile	The8	Xu Minghao	쉬밍하오	디에잇	1997-11-07	Seventeen	China		175	53	Anshan			M			
Profile	Theo	Choi Taeyang	최태양	태오	2001-07-01	P1Harmony	South Korea		0	0				M			
	Thunder	Park Sanghyun	박상현	천둥	1990-10-07		South Korea		0	0	Busan		MBLAQ	M			
	Tiffany	Hwang Miyoung	황미영	티파니	1989-08-01	SNSD	South Korea	USA	163	50	San Francisco	TTS		F		xolovestephi	
	Timoteo	Kim Moongyu	김문규	티모테오	1993-01-25	HOTSHOT	South Korea		0	0				M			
	Tina	Christine Joy Park	크리스틴 조이 박	티나	1994-09-01	Blady	USA	South Korea	0	0	Los Angeles			F		nuhmootina	
Profile	Tzuyu	Chou Tzuyu	저우쯔위	쯔위	1999-06-14	Twice	Taiwan		169	0	Tainan			F			
	U	Mizuguchi Yuto	미즈구치 유토	유	1999-03-16	ONF	Japan		0	0	Osaka			M			
	U-Know Yunho	Jung Yunho	정윤호	유노윤호	1986-02-06	TVXQ	South Korea		0	0	Gwangju			M			
Profile	U-Kwon	Kim Yukwon	김유권	유권	1992-04-09	Block B	South Korea		176	63	Suwon	Bastarz		M			
	U-Si	Yoo Jiyeon	윤지연	유시	1997-11-13	BADKIZ	South Korea		0	0	Iksan			F		_u_si	
	Uchae	Yu Hyejun	유혜준	유채	2002-05-07	NATURE	South Korea		0	0				F			
	Uee	Kim Yujin	김유진	유이	1988-04-09		South Korea		0	0	Daegu		After School	F			
	Uji	Jang Yuji	정유지	유지	1991-01-02		South Korea		0	0			EXID, BESTie	F		yudi_didi	
Profile	Umji	Kim Yewon	김예원	엄지	1998-08-19	Gfriend	South Korea		163	0	Incheon			F			
Profile	V	Kim Taehyung	김태형	뷔	1995-12-30	BTS	South Korea		179	62	Daegu			M			
Profile	Vernon	Choi Hansol	최한솔	버논	1998-02-18	Seventeen	USA	South Korea	176	56	New York			M			
	Victoria	Song Qian	송치엔	빅토리아	1987-02-02	f(x)	China		168	45	Qingdao			F		victoria02_02	
	Viki	Kang Eunhye	강은혜	비키	1988-03-28		South Korea		0	0	Seoul		Dal Shabet	F			
	Villain	Lee Seunghyun	이승현	빌런	1998-07-17	Spectrum	South Korea		0	0				M			
	Vita	Kim Jimin	김지민	비타	2000-02-03	MAJORS	South Korea		168	54				F			
Profile	Vivi	Wong Viian	황가희	비비	1996-12-09	LOONA	Hong Kong		0	0	Hong Kong	Loona 1/3		F			
	Vivian	Park Sunghee	박성희	비비안	1998-12-08	Gate9	South Korea		0	0				F		vivian__g9	
	Way	Heo Minsun	허민선	웨이	1990-07-12	Crayon Pop	South Korea		161	0	Seoul			F		baysunny	
	Wei	Lee Sungjun	이성준	웨이	1996-07-08	UP10TION	South Korea		0	0	Seoul			M			
Profile	Wendy	Son Seunghwan	손승완	웬디	1994-02-21	Red Velvet	South Korea		160	0	Seoul			F			
	Wenhan	Li Wenhan	리원한	원한	1994-07-22	UNIQ	China		180	64				M			
	Wheein	Jung Wheein	정휘인	휘인	1995-04-17	Mamamoo	South Korea		162	43	Jeonju			F	Lead Vocalist		
	Win	Bang Junhyuk	방준혁	윈	2004-12-19	MCND	South Korea		0	0				M			
Profile	Winter	Kim Minjung	김민정	윈터	2001-01-01	aespa	South Korea		0	0	Yangsan			F			
	Winwin	Dong Sicheng	뚱쓰청	윈윈	1997-10-28	NCT	China		0	0	Zhejiang	NCT 127		M			
Profile	Won	Park Sungwon	박성원	성원	2003-12-18	Ciipher	South Korea		177	58	Seoul		1the9	M			
